100; 1570792; 1526
200; 265333; 3179
300; 360166; 4675
400; 443458; 7008
500; 579750; 10906
600; 707250; 10512
700; 731125; 12965
800; 837083; 15983
900; 986375; 19630
1000; 942000; 24145
1100; 775125; 20019
1200; 320333; 22907
1300; 340958; 26075
1400; 353000; 28291
1500; 387625; 32102
1600; 449958; 35696
1700; 428917; 38864
1800; 472458; 43116
1900; 501167; 46341
2000; 690167; 51150
2100; 524292; 42120
2200; 560083; 45110
2300; 584208; 47785
2400; 634292; 51165
2500; 678458; 54674
2600; 715000; 57657
2700; 756958; 60831
2800; 737334; 63950
2900; 820166; 68295
3000; 861125; 71272
3100; 853583; 75079
3200; 864041; 77222
3300; 956917; 80754
3400; 1011625; 85932
3500; 1033250; 89497
3600; 1477750; 92884
3700; 3506875; 96269
3800; 1334541; 102053
3900; 928292; 105705
4000; 915125; 109754
4100; 1026333; 90352
4200; 1203583; 92096
4300; 1353709; 96184
4400; 1487750; 98915
4500; 1116584; 102317
4600; 1157666; 104555
4700; 1151625; 107784
4800; 1186250; 111801
4900; 1142791; 115080
5000; 1164667; 119458
5100; 1276708; 121246
5200; 1227542; 125943
5300; 1313250; 129226
5400; 1247125; 132658
5500; 1313208; 134705
5600; 1290791; 137816
5700; 1399666; 143326
5800; 1360834; 146708
5900; 1400167; 150538
6000; 1425958; 154096
6100; 1496750; 157433
6200; 1465333; 162096
6300; 1572084; 166265
6400; 1514500; 168980
6500; 2584500; 174095
6600; 1636959; 175927
6700; 1570125; 180586
6800; 1631709; 185224
6900; 1703084; 188857
7000; 1781042; 192195
7100; 1680584; 196609
7200; 1700958; 201142
7300; 1786833; 206646
7400; 1785250; 207897
7500; 1908875; 213511
7600; 1900833; 218975
7700; 1891542; 224366
7800; 2106209; 226388
7900; 2479375; 231838
8000; 2262167; 235531
8100; 2417417; 241339
8200; 2496125; 197369
8300; 2532042; 200097
8400; 2469250; 201957
8500; 2669250; 206991
8600; 2717292; 209890
8700; 2652084; 210886
8800; 2735875; 215414
8900; 2678792; 219439
9000; 2865041; 223226
9100; 2708417; 225794
9200; 1907917; 228157
9300; 1676417; 232696
9400; 1684125; 236466
9500; 1698375; 239606
9600; 1684875; 242190
9700; 1637167; 245943
9800; 1649042; 250620
9900; 1684541; 253565
10000; 1940042; 257226
