100; 8458; 1338
200; 16417; 3228
300; 27209; 4569
400; 36584; 7216
500; 49417; 10707
600; 58958; 9817
700; 71959; 13262
800; 85833; 16548
900; 97500; 19545
1000; 111792; 23325
1100; 122125; 20133
1200; 140292; 23261
1300; 150083; 26075
1400; 166958; 29063
1500; 179083; 32333
1600; 192041; 35684
1700; 212000; 39733
1800; 222625; 42749
1900; 240000; 47153
2000; 254041; 50931
2100; 264792; 42209
2200; 278875; 44679
2300; 295125; 47720
2400; 308583; 50814
2500; 325875; 54528
2600; 339208; 57303
2700; 373792; 60397
2800; 372917; 64091
2900; 387958; 67538
3000; 405125; 70812
3100; 450375; 75044
3200; 503333; 78625
3300; 494375; 81754
3400; 492625; 86080
3500; 548667; 89298
3600; 532208; 93842
3700; 552125; 96496
3800; 570792; 102133
3900; 595292; 104283
4000; 612958; 109947
4100; 633417; 90151
4200; 630833; 92804
4300; 637500; 96320
4400; 691583; 98326
4500; 690083; 101871
4600; 695916; 105208
4700; 720458; 108827
4800; 727125; 111836
4900; 770792; 114819
5000; 782333; 119248
5100; 808208; 122054
5200; 817167; 125682
5300; 823792; 128811
5400; 831875; 132019
5500; 925334; 135865
5600; 838417; 138689
5700; 858542; 141586
5800; 912917; 146479
5900; 894500; 150086
6000; 911208; 154358
6100; 930750; 157713
6200; 944375; 161010
6300; 982584; 164574
6400; 1057416; 169275
6500; 1056958; 172087
6600; 1060459; 176907
6700; 1100125; 181935
6800; 1099000; 185323
6900; 1194750; 187804
7000; 1179292; 192804
7100; 1185916; 196720
7200; 1212459; 202648
7300; 1286083; 206176
7400; 1231833; 210782
7500; 1215500; 214077
7600; 1206916; 218418
7700; 1296459; 222071
7800; 1261875; 225382
7900; 1267542; 229726
8000; 1494125; 237754
8100; 1413625; 240632
8200; 1463292; 198405
8300; 1351000; 199671
8400; 1397292; 202058
8500; 1375375; 206950
8600; 1510625; 209064
8700; 1455750; 211855
8800; 1567917; 216467
8900; 1537917; 218793
9000; 1618709; 222739
9100; 1568042; 226205
9200; 1561791; 228505
9300; 1581250; 232989
9400; 1685750; 236949
9500; 1701875; 241544
9600; 1690750; 242926
9700; 1736959; 244660
9800; 1702833; 250082
9900; 1752875; 253381
10000; 1755458; 257719
