100; 13708; 1439
200; 15167; 3114
300; 28916; 4665
400; 33542; 7069
500; 55084; 10645
600; 55833; 10203
700; 67125; 13297
800; 82792; 16282
900; 93709; 20207
1000; 106875; 23658
1100; 138042; 20306
1200; 142583; 22969
1300; 152417; 25819
1400; 160292; 28700
1500; 177459; 32724
1600; 193000; 35418
1700; 203750; 38788
1800; 233083; 42928
1900; 248667; 46811
2000; 247167; 51140
2100; 259209; 42652
2200; 270458; 45246
2300; 284583; 47629
2400; 315291; 51776
2500; 316000; 54736
2600; 344500; 57372
2700; 368542; 60928
2800; 380875; 63628
2900; 459291; 67742
3000; 421709; 71115
3100; 446625; 74830
3200; 417833; 78483
3300; 474375; 81876
3400; 478209; 85540
3500; 473834; 89193
3600; 513584; 93003
3700; 495625; 96265
3800; 512875; 101897
3900; 548291; 104652
4000; 609167; 110123
4100; 583459; 91352
4200; 582584; 92493
4300; 600000; 96054
4400; 629834; 98288
4500; 673542; 102175
4600; 645250; 104837
4700; 661209; 107633
4800; 715250; 112170
4900; 729417; 115652
5000; 756583; 118655
5100; 726416; 121277
5200; 751542; 126152
5300; 773666; 129270
5400; 827084; 132673
5500; 800333; 135509
5600; 820500; 139430
5700; 825042; 142999
5800; 889042; 145607
5900; 905125; 151658
6000; 882250; 152868
6100; 905833; 157498
6200; 962834; 161660
6300; 923541; 165892
6400; 961916; 167531
6500; 968666; 171609
6600; 1035167; 177153
6700; 1024333; 180878
6800; 1089166; 184531
6900; 1048292; 187773
7000; 1121708; 193013
7100; 1174333; 197556
7200; 1177000; 202220
7300; 1164084; 205675
7400; 1158042; 210699
7500; 1178208; 215636
7600; 1219000; 218957
7700; 1186250; 223991
7800; 1227917; 226090
7900; 1242791; 229689
8000; 1250833; 237257
8100; 1314375; 242449
8200; 1412416; 198068
8300; 1372875; 199745
8400; 1426958; 201471
8500; 1453875; 206686
8600; 1394541; 209812
8700; 1379250; 212178
8800; 1413791; 217039
8900; 1406917; 218795
9000; 1414250; 223162
9100; 1596916; 225825
9200; 1518500; 227639
9300; 1502500; 232095
9400; 1505583; 235155
9500; 1528375; 240635
9600; 1533083; 243064
9700; 1547709; 246038
9800; 1559000; 249643
9900; 1666542; 252921
10000; 1681958; 258213
