100; 7417; 1294
200; 17500; 3170
300; 26458; 4488
400; 36958; 7044
500; 50625; 10974
600; 61375; 10492
700; 72291; 12972
800; 85834; 15845
900; 99958; 19584
1000; 116125; 23738
1100; 125709; 20370
1200; 143334; 23257
1300; 157083; 25743
1400; 167417; 29050
1500; 182042; 32816
1600; 196500; 35882
1700; 210417; 38768
1800; 222791; 43240
1900; 238084; 47495
2000; 257167; 51661
2100; 282333; 42322
2200; 280875; 45857
2300; 294583; 48185
2400; 310667; 51289
2500; 325125; 54682
2600; 347042; 57042
2700; 357375; 61346
2800; 372167; 64019
2900; 388583; 67261
3000; 413542; 70768
3100; 416750; 73732
3200; 435209; 77200
3300; 495708; 81773
3400; 511333; 85355
3500; 524375; 90489
3600; 523834; 94279
3700; 552667; 97862
3800; 588958; 103172
3900; 585042; 103984
4000; 602417; 110127
4100; 623333; 90858
4200; 638125; 92491
4300; 636166; 95606
4400; 705375; 99047
4500; 691583; 103074
4600; 721083; 105273
4700; 725834; 108491
4800; 748083; 112723
4900; 807416; 115090
5000; 767667; 118837
5100; 812834; 122180
5200; 811625; 125636
5300; 834792; 129828
5400; 841417; 131698
5500; 859625; 136352
5600; 874416; 138624
5700; 903417; 142230
5800; 916041; 146294
5900; 957958; 150272
6000; 955375; 152976
6100; 969417; 157187
6200; 976208; 160414
6300; 1020792; 165712
6400; 1031792; 169270
6500; 1068958; 172427
6600; 1060916; 176190
6700; 1139208; 182341
6800; 1103000; 184519
6900; 1112458; 188217
7000; 1147208; 191990
7100; 1164875; 197072
7200; 1232791; 201400
7300; 1212083; 204633
7400; 1216958; 209535
7500; 1270833; 213687
7600; 1261084; 219007
7700; 1327042; 224808
7800; 1315250; 227076
7900; 1332292; 229521
8000; 1416000; 234998
8100; 1377333; 240561
8200; 1372167; 197475
8300; 1373166; 200519
8400; 1463041; 201694
8500; 1429041; 206917
8600; 1439459; 208494
8700; 1448667; 212347
8800; 1522583; 215932
8900; 1579459; 218380
9000; 1548375; 224092
9100; 1606833; 225609
9200; 1586250; 228449
9300; 1600709; 234329
9400; 1673875; 235707
9500; 1688667; 240871
9600; 1733250; 243366
9700; 1702625; 245860
9800; 1732125; 250384
9900; 1715125; 253179
10000; 1742500; 258187
