100; 9042; 1409
200; 19792; 3412
300; 30208; 4516
400; 38500; 7368
500; 51125; 10593
600; 62500; 10237
700; 75583; 13288
800; 89916; 16467
900; 99417; 19351
1000; 116084; 23148
1100; 130917; 20334
1200; 148958; 23060
1300; 156625; 26047
1400; 170750; 28422
1500; 188375; 31949
1600; 199875; 36533
1700; 215042; 39709
1800; 234583; 42985
1900; 252916; 46741
2000; 262209; 50576
2100; 272959; 42270
2200; 301875; 45557
2300; 309750; 47712
2400; 324667; 51229
2500; 340625; 54315
2600; 352875; 56859
2700; 378875; 61305
2800; 397792; 63854
2900; 400375; 66793
3000; 424375; 71167
3100; 443250; 74510
3200; 455792; 78221
3300; 480709; 81076
3400; 487000; 85933
3500; 528791; 89328
3600; 539625; 93824
3700; 557792; 97920
3800; 578000; 103088
3900; 587333; 103872
4000; 604792; 109737
4100; 611167; 90804
4200; 637709; 93012
4300; 642666; 95738
4400; 669459; 99505
4500; 681750; 102310
4600; 700584; 105809
4700; 754083; 108964
4800; 735583; 111964
4900; 781000; 115026
5000; 783166; 119731
5100; 782833; 120796
5200; 795958; 124652
5300; 814125; 128300
5400; 868833; 132471
5500; 852708; 135760
5600; 904667; 139001
5700; 883292; 142212
5800; 965208; 146704
5900; 938208; 150734
6000; 986375; 153821
6100; 964250; 157210
6200; 1047125; 161098
6300; 1010291; 166479
6400; 1031792; 168114
6500; 1050000; 173559
6600; 1058250; 176130
6700; 1087750; 181131
6800; 1121167; 185117
6900; 1189208; 188536
7000; 1165792; 192909
7100; 1163875; 196701
7200; 1201625; 202608
7300; 1195959; 206455
7400; 1278042; 209673
7500; 1254959; 215840
7600; 1263959; 220546
7700; 1324917; 222547
7800; 1298584; 226983
7900; 1314708; 231677
8000; 1364208; 237023
8100; 1372458; 242657
8200; 1356250; 196766
8300; 1445083; 199424
8400; 1416209; 202515
8500; 1423291; 205394
8600; 1446958; 209937
8700; 1481625; 212306
8800; 1525250; 216529
8900; 1497250; 218982
9000; 1519209; 223576
9100; 1539792; 224581
9200; 1559334; 228572
9300; 1654709; 232982
9400; 1676208; 235364
9500; 1634291; 241046
9600; 1647500; 243731
9700; 1663042; 244840
9800; 1681584; 249883
9900; 1696125; 253740
10000; 1738917; 257778
