100; 16166; 1272
200; 19333; 3177
300; 28792; 4630
400; 37791; 7144
500; 52042; 10541
600; 63375; 10421
700; 74625; 13222
800; 88875; 16510
900; 100833; 20017
1000; 113833; 23365
1100; 127958; 20173
1200; 147125; 22918
1300; 160875; 25930
1400; 175167; 29808
1500; 207291; 32023
1600; 205334; 36015
1700; 218958; 39183
1800; 237375; 43079
1900; 248542; 47241
2000; 267167; 50483
2100; 275209; 42107
2200; 322625; 45128
2300; 320667; 48232
2400; 316625; 50952
2500; 352875; 54508
2600; 354916; 57860
2700; 418542; 60713
2800; 396375; 63733
2900; 409584; 67572
3000; 436625; 70836
3100; 447208; 74241
3200; 468458; 77315
3300; 462500; 82081
3400; 486667; 85719
3500; 543375; 89443
3600; 530083; 93170
3700; 541500; 97620
3800; 579083; 100658
3900; 578875; 107159
4000; 609334; 110421
4100; 682459; 90213
4200; 639625; 92812
4300; 661625; 96413
4400; 1532750; 98774
4500; 660083; 102330
4600; 674833; 105003
4700; 732125; 107954
4800; 720750; 112043
4900; 742042; 114613
5000; 742041; 118630
5100; 757875; 121441
5200; 781125; 125324
5300; 792667; 129574
5400; 815500; 133077
5500; 890458; 135965
5600; 843292; 138908
5700; 913792; 143239
5800; 884792; 147959
5900; 948875; 150264
6000; 927209; 153447
6100; 983000; 157569
6200; 953417; 161739
6300; 1008208; 165424
6400; 985750; 168925
6500; 1005958; 172421
6600; 1032916; 177447
6700; 1040708; 182063
6800; 1076000; 185146
6900; 1081209; 188966
7000; 1154875; 192602
7100; 1152500; 196887
7200; 1135500; 202853
7300; 1173333; 206576
7400; 1166209; 208437
7500; 1194708; 213796
7600; 1212042; 217280
7700; 1231792; 223828
7800; 1303209; 224883
7900; 1286750; 232742
8000; 1284417; 236391
8100; 1360791; 239747
8200; 1338500; 197338
8300; 1349750; 198480
8400; 1366708; 202583
8500; 1433708; 206659
8600; 1410875; 209359
8700; 1427625; 211766
8800; 1424542; 216454
8900; 1405000; 219162
9000; 1493417; 222799
9100; 1559625; 226112
9200; 1498250; 228750
9300; 1496166; 232836
9400; 1508833; 235015
9500; 1551916; 239730
9600; 1557708; 243311
9700; 1605833; 246516
9800; 1651833; 249400
9900; 1664625; 252530
10000; 1708625; 257342
