100; 17250; 1240
200; 17291; 3124
300; 29541; 4648
400; 39709; 7374
500; 53334; 11015
600; 64084; 10091
700; 74750; 13045
800; 89666; 16271
900; 103708; 19822
1000; 122375; 23481
1100; 130208; 20405
1200; 145167; 22844
1300; 162750; 26321
1400; 173250; 28524
1500; 188958; 32112
1600; 213750; 35658
1700; 221459; 39527
1800; 239125; 43087
1900; 254167; 47066
2000; 272834; 51490
2100; 283292; 42467
2200; 297875; 45185
2300; 338666; 48399
2400; 334459; 51433
2500; 348833; 53937
2600; 361000; 56994
2700; 380709; 60487
2800; 409917; 63606
2900; 418208; 67111
3000; 429875; 69587
3100; 446167; 74567
3200; 496166; 78260
3300; 489167; 82607
3400; 500625; 85999
3500; 523583; 89350
3600; 527959; 94053
3700; 563416; 97870
3800; 577541; 100391
3900; 633291; 105161
4000; 618375; 111105
4100; 611375; 90820
4200; 689458; 93247
4300; 666959; 95567
4400; 657667; 99604
4500; 692167; 102365
4600; 698208; 104787
4700; 717959; 108871
4800; 733250; 112352
4900; 766709; 115333
5000; 767167; 118631
5100; 780042; 121571
5200; 844916; 125815
5300; 824375; 128877
5400; 884666; 131788
5500; 865416; 134762
5600; 915250; 139582
5700; 915583; 142900
5800; 939125; 147056
5900; 929166; 149368
6000; 963542; 153131
6100; 978583; 157654
6200; 1045875; 161507
6300; 1028583; 166394
6400; 1092208; 169533
6500; 1078792; 174348
6600; 1093209; 176874
6700; 1116041; 182023
6800; 1129833; 186800
6900; 1155042; 188243
7000; 1174792; 192579
7100; 1254667; 197405
7200; 1209083; 201164
7300; 1227084; 205964
7400; 1261583; 208627
7500; 1280875; 214791
7600; 1291416; 218750
7700; 1334459; 224405
7800; 1328958; 226421
7900; 1392917; 230829
8000; 1412958; 236959
8100; 1417458; 241931
8200; 1401000; 198109
8300; 1478250; 199715
8400; 1456667; 201952
8500; 1462000; 206666
8600; 1462916; 209242
8700; 1561750; 211204
8800; 1538458; 216230
8900; 1559958; 219059
9000; 1561500; 223334
9100; 1561916; 226799
9200; 1635209; 229212
9300; 1669458; 232876
9400; 1663666; 237117
9500; 1669375; 240575
9600; 1669166; 242031
9700; 1679250; 244909
9800; 1676917; 250184
9900; 1709125; 254440
10000; 1717667; 257922
